"No.","Time","Source","Destination","Length","Protocol","Info","New Column"
"3560","17.636974","D-LinkIn_80:0f:6b","Motorola_38:78:35","352","802.11","QoS Data, SN=271, FN=0, Flags=.p..R.F.C","3560"
"3562","17.642274","D-LinkIn_80:0f:6b","Motorola_38:78:35","1055","802.11","QoS Data, SN=270, FN=0, Flags=.p..R.F.C","3562"
"3563","17.642277","D-LinkIn_80:0f:6b","Motorola_38:78:35","352","802.11","QoS Data, SN=271, FN=0, Flags=.p..R.F.C","3563"
"3565","17.645345","D-LinkIn_80:0f:6b","Motorola_38:78:35","1055","802.11","QoS Data, SN=270, FN=0, Flags=.p..R.F.C","3565"
"3566","17.645349","D-LinkIn_80:0f:6b","Motorola_38:78:35","352","802.11","QoS Data, SN=271, FN=0, Flags=.p..R.F.C","3566"
"3581","17.768026","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1128, FN=0, Flags=.p..R..TC","3581"
"3582","17.768227","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1128, FN=0, Flags=.p..R..TC","3582"
"3588","17.982845","Motorola_38:78:35","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=1492, FN=0, Flags=...PR..TC","3588"
"3601","18.300546","D-LinkIn_80:0f:6b","Motorola_38:78:35","194","802.11","QoS Data, SN=273, FN=0, Flags=.p..R.F.C","3601"
"3633","18.740462","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","365","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","3633"
"3635","18.740697","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","365","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","3635"
"3637","18.741290","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","365","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","3637"
"3639","18.741938","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","365","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","3639"
"3641","18.742600","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","365","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","3641"
"3646","18.742958","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","211","802.11","QoS Data, SN=1977, FN=0, Flags=.p..R.F.C","3646"
"3694","19.259128","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1682, FN=0, Flags=.p..R.F.C","3694"
"3716","19.680951","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","128","802.11","QoS Data, SN=1060, FN=0, Flags=.p..R.F.C","3716"
"3720","19.730832","D-LinkIn_80:0f:6b","Motorola_38:78:35","194","802.11","QoS Data, SN=276, FN=0, Flags=.p..R.F.C","3720"
"3727","19.754715","IntelCor_e3:85:4b","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=1683, FN=0, Flags=.p..R..TC","3727"
"3742","19.766608","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","364","802.11","QoS Data, SN=1983, FN=0, Flags=.p..R.F.C","3742"
"3744","19.767131","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","364","802.11","QoS Data, SN=1983, FN=0, Flags=.p..R.F.C","3744"
"3755","19.827633","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","152","802.11","QoS Data, SN=1984, FN=0, Flags=.p..R.F.C","3755"
"3757","19.828341","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","152","802.11","QoS Data, SN=1984, FN=0, Flags=.p..R.F.C","3757"
"3828","20.080142","IntelCor_e3:85:4b","D-LinkIn_80:0f:6b","624","802.11","QoS Data, SN=1688, FN=0, Flags=.p..R..TC","3828"
"3938","20.550102","D-LinkIn_80:0f:6b","Apple_77:2c:75","378","802.11","QoS Data, SN=1791, FN=0, Flags=.p..R.F.C","3938"
"4034","20.644519","Apple_77:2c:75","D-LinkIn_80:0f:6b","523","802.11","QoS Data, SN=534, FN=0, Flags=.p..R..T.","4034"
"4043","20.646251","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1142, FN=0, Flags=.p..R..TC","4043"
"4127","20.724743","Azurewav_7d:aa:ff","IPv6mcast_0c","294","802.11","QoS Data, SN=4009, FN=0, Flags=.p..R..TC","4127"
"4208","20.824828","XiaomiCo_12:de:11","IPv6mcast_ff:80:0f:6b","180","802.11","QoS Data, SN=3325, FN=0, Flags=.p..R..TC","4208"
"4209","20.825467","XiaomiCo_12:de:11","IPv6mcast_ff:80:0f:6b","180","802.11","QoS Data, SN=3325, FN=0, Flags=.p..R..TC","4209"
"4210","20.826027","XiaomiCo_12:de:11","IPv6mcast_ff:80:0f:6b","180","802.11","QoS Data, SN=3325, FN=0, Flags=.p..R..TC","4210"
"4212","20.831248","XiaomiCo_12:de:11","IPv6mcast_ff:80:0f:6b","180","802.11","QoS Data, SN=3325, FN=0, Flags=.p..R..TC","4212"
"4213","20.832317","XiaomiCo_12:de:11","IPv6mcast_ff:80:0f:6b","180","802.11","QoS Data, SN=3325, FN=0, Flags=.p..R..TC","4213"
"4218","20.833300","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","4218"
"4221","20.833530","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","4221"
"4222","20.833641","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","4222"
"4224","20.833935","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","172","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4224"
"4225","20.834074","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","172","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4225"
"4226","20.834235","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","172","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4226"
"4227","20.834369","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","4227"
"4228","20.834531","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","172","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4228"
"4230","20.834807","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","172","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4230"
"4232","20.835033","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4232"
"4234","20.835520","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4234"
"4235","20.836799","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4235"
"4237","20.838797","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4237"
"4239","20.840703","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4239"
"4241","20.842838","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4241"
"4243","20.844853","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4243"
"4245","20.846750","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4245"
"4247","20.848785","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4247"
"4249","20.850633","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4249"
"4251","20.852440","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","180","802.11","QoS Data, SN=1061, FN=0, Flags=.p..R.F.C","4251"
"4253","20.852691","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","4253"
"4255","20.853172","XiaomiCo_12:de:11","HonHaiPr_98:4f:0b","172","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","4255"
"4287","20.865539","Apple_77:2c:75","D-LinkIn_80:0f:7e","253","802.11","QoS Data, SN=3559, FN=9, Flags=.p..R..T.","4287"
"4302","20.879172","D-LinkIn_80:0f:6b","Apple_77:2c:75","203","802.11","QoS Data, SN=3329, FN=0, Flags=.p..R.F.C","4302"
"4334","20.892370","XiaomiCo_12:de:11","IntelCor_e3:85:4b","172","802.11","QoS Data, SN=1991, FN=0, Flags=.p..R.F.C","4334"
"4339","20.893409","XiaomiCo_12:de:11","IntelCor_09:c9:5a","172","802.11","QoS Data, SN=1398, FN=0, Flags=.p..R.F.C","4339"
"4368","20.904650","D-LinkIn_80:0f:6b","Apple_77:2c:75","160","802.11","QoS Data, SN=1829, FN=0, Flags=.p..R.F.C","4368"
"4386","20.912302","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","168","802.11","QoS Data, SN=3326, FN=0, Flags=.p..R..TC","4386"
"4387","20.913548","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","168","802.11","QoS Data, SN=3326, FN=0, Flags=.p..R..TC","4387"
"4397","20.921820","D-LinkIn_80:0f:6b","Apple_77:2c:75","436","802.11","QoS Data, SN=1830, FN=0, Flags=.p..R.F.C","4397"
"4399","20.922577","D-LinkIn_80:0f:6b","Apple_77:2c:75","436","802.11","QoS Data, SN=1830, FN=0, Flags=.p..R.F.C","4399"
"4402","20.923302","D-LinkIn_80:0f:6b","Apple_77:2c:75","436","802.11","QoS Data, SN=1830, FN=0, Flags=.p..R.F.C","4402"
"4404","20.923685","D-LinkIn_80:0f:6b","Apple_77:2c:75","436","802.11","QoS Data, SN=1830, FN=0, Flags=.p..R.F.C","4404"
"4406","20.924575","D-LinkIn_80:0f:6b","Apple_77:2c:75","436","802.11","QoS Data, SN=1830, FN=0, Flags=.p..R.F.C","4406"
"4408","20.925398","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4408"
"4409","20.925534","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4409"
"4410","20.925688","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4410"
"4411","20.925855","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4411"
"4412","20.926043","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4412"
"4413","20.926264","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4413"
"4414","20.926596","D-LinkIn_80:0f:6b","Apple_77:2c:75","221","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4414"
"4415","20.926931","D-LinkIn_80:0f:6b","Apple_77:2c:75","229","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4415"
"4416","20.927439","D-LinkIn_80:0f:6b","Apple_77:2c:75","229","802.11","QoS Data, SN=1831, FN=0, Flags=.p..R.F.C","4416"
"4418","20.928201","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","168","802.11","QoS Data, SN=3326, FN=0, Flags=.p..R..TC","4418"
"4439","20.951867","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","160","802.11","QoS Data, SN=1062, FN=0, Flags=.p..R.F.C","4439"
"4441","20.952159","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","160","802.11","QoS Data, SN=1062, FN=0, Flags=.p..R.F.C","4441"
"4443","20.952382","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","160","802.11","QoS Data, SN=1062, FN=0, Flags=.p..R.F.C","4443"
"4445","20.952695","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","160","802.11","QoS Data, SN=1062, FN=0, Flags=.p..R.F.C","4445"
"4449","20.957091","Azurewav_7d:aa:ff","IPv6mcast_0c","294","802.11","QoS Data, SN=4009, FN=0, Flags=.p..R..TC","4449"
"4550","21.053455","Apple_77:2c:75","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=589, FN=0, Flags=.p..R..T.","4550"
"4558","21.057753","D-LinkIn_80:0f:6b","Apple_77:2c:75","1440","802.11","QoS Data, SN=3338, FN=0, Flags=.p..R.F.C","4558"
"4560","21.058466","D-LinkIn_80:0f:6b","Apple_77:2c:75","1440","802.11","QoS Data, SN=3338, FN=0, Flags=.p..R.F.C","4560"
"4562","21.059739","D-LinkIn_80:0f:6b","Apple_77:2c:75","1440","802.11","QoS Data, SN=3338, FN=0, Flags=.p..R.F.C","4562"
"4583","21.066096","Apple_77:2c:75","D-LinkIn_80:0f:6b","605","802.11","QoS Data, SN=594, FN=0, Flags=.p..R..TC","4583"
"4604","21.091076","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1857, FN=0, Flags=.p..R.F.C","4604"
"4605","21.091087","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1858, FN=0, Flags=.p..R.F.C","4605"
"4613","21.095070","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=599, FN=0, Flags=.p..R..TC","4613"
"4614","21.095079","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=600, FN=0, Flags=.p..R..TC","4614"
"4615","21.095084","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=601, FN=0, Flags=.p..R..TC","4615"
"4616","21.095088","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=602, FN=0, Flags=.p..R..TC","4616"
"4617","21.095093","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=603, FN=0, Flags=.p..R..TC","4617"
"4618","21.095098","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=604, FN=0, Flags=.p..R..TC","4618"
"4619","21.095103","D-LinkIn_80:0f:6b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=605, FN=0, Flags=.p..RMF..","4619"
"4620","21.095107","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=606, FN=0, Flags=.p..R..TC","4620"
"4653","21.118173","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=612, FN=0, Flags=.p..R..T.","4653"
"4668","21.138730","43:12:23:91:5b:f8","48:48:13:80:0f:6b","160","LLC","S P, func=REJ, N(R)=4; DSAP 0xc8 Group, SSAP 0x1a Command","4668"
"4671","21.139399","a6:a5:89:7d:aa:17","22:ff:ff:ff:ff:ff","341","802.11","QoS Data, SN=4010, FN=0, Flags=.p..R..T.","4671"
"4699","21.170066","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1871, FN=0, Flags=.p..R.F.C","4699"
"4702","21.170623","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1871, FN=0, Flags=.p..R.F.C","4702"
"4704","21.171204","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1871, FN=0, Flags=.p..R.F.C","4704"
"4706","21.171939","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1871, FN=0, Flags=.p..R.F.C","4706"
"4708","21.172512","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1871, FN=0, Flags=.p..R.F.C","4708"
"4733","21.193817","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","436","802.11","QoS Data, SN=1067, FN=0, Flags=.p..R.F.C","4733"
"4751","21.214395","Apple_77:2c:75","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=628, FN=0, Flags=.p..R..TC","4751"
"4759","21.218790","Azurewav_7d:aa:ff","IPv6mcast_0c","302","802.11","QoS Data, SN=4009, FN=0, Flags=.p..R..T.","4759"
"4760","21.218793","00:a5:b0:3b:1c:c6","Broadcast","341","802.11","QoS Data, SN=4010, FN=0, Flags=.p..R..T.","4760"
"4809","21.300550","XiaomiCo_a7:b5:df","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=4044, FN=0, Flags=...PR..TC","4809"
"4866","21.346493","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1886, FN=0, Flags=.p..R.F.C","4866"
"4927","21.408200","Apple_77:2c:75","D-LinkIn_80:0f:6b","337","802.11","QoS Data, SN=655, FN=0, Flags=.p..R..T.","4927"
"5013","21.432096","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1150, FN=0, Flags=.p..R..TC","5013"
"5014","21.432100","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1151, FN=0, Flags=.p..R..TC","5014"
"5015","21.432103","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1152, FN=0, Flags=.p..R..TC","5015"
"5018","21.432745","D-LinkIn_80:0f:6b","Apple_77:2c:75","172","802.11","QoS Data, SN=1911, FN=0, Flags=.p..R.F.C","5018"
"5019","21.432749","D-LinkIn_80:0f:6b","Apple_77:2c:75","172","802.11","QoS Data, SN=1912, FN=0, Flags=.p..R.F.C","5019"
"5020","21.432753","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1913, FN=0, Flags=.p..R.F.C","5020"
"5021","21.432757","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1914, FN=0, Flags=.p..R.F.C","5021"
"5028","21.434339","D-LinkIn_80:0f:6b","Apple_77:2c:75","172","802.11","QoS Data, SN=1911, FN=0, Flags=.p..R.F.C","5028"
"5029","21.434343","D-LinkIn_80:0f:6b","Apple_77:2c:75","172","802.11","QoS Data, SN=1912, FN=0, Flags=.p..R.F.C","5029"
"5030","21.434346","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1913, FN=0, Flags=.p..R.F.C","5030"
"5031","21.434350","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1914, FN=0, Flags=.p..R.F.C","5031"
"5056","21.441875","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1915, FN=0, Flags=.p..R.F.C","5056"
"5057","21.441880","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1916, FN=0, Flags=.p..R.F.C","5057"
"5059","21.442777","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1915, FN=0, Flags=.p..R.F.C","5059"
"5060","21.442782","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=1916, FN=0, Flags=.p..R.F.C","5060"
"5121","21.457130","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1159, FN=0, Flags=.p..R..TC","5121"
"5122","21.457135","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1160, FN=0, Flags=.p..R..TC","5122"
"5123","21.457138","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1161, FN=0, Flags=.p..R..TC","5123"
"5124","21.457140","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1162, FN=0, Flags=.p..R..TC","5124"
"5125","21.457143","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1163, FN=0, Flags=.p..R..TC","5125"
"5126","21.457145","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1164, FN=0, Flags=.p..R..TC","5126"
"5127","21.457148","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1165, FN=0, Flags=.p..R..TC","5127"
"5128","21.457150","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1166, FN=0, Flags=.p..R..TC","5128"
"5129","21.457153","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1167, FN=0, Flags=.p..R..TC","5129"
"5130","21.458045","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1159, FN=0, Flags=.p..R..TC","5130"
"5131","21.458049","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1160, FN=0, Flags=.p..R..TC","5131"
"5132","21.458052","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1161, FN=0, Flags=.p..R..TC","5132"
"5133","21.458055","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1162, FN=0, Flags=.p..R..TC","5133"
"5134","21.458057","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1163, FN=0, Flags=.p..R..TC","5134"
"5135","21.458060","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1164, FN=0, Flags=.p..R..TC","5135"
"5136","21.458062","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1165, FN=0, Flags=.p..R..TC","5136"
"5137","21.458065","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1166, FN=0, Flags=.p..R..TC","5137"
"5138","21.458067","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1167, FN=0, Flags=.p..R..TC","5138"
"5142","21.490599","Apple_77:2c:75","D-LinkIn_80:0f:6b","228","802.11","QoS Data, SN=686, FN=0, Flags=.p..R..T.","5142"
"5207","21.543770","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=1938, FN=0, Flags=.p..R.F.C","5207"
"5269","21.567109","18:fa:d4:1f:28:56","e5:3b:5f:a6:78:e6","180","802.11","CF-Poll (No data), SN=975, FN=0, Flags=....R..T.","5269"
"5275","21.568498","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=1959, FN=0, Flags=.p..R.F.C","5275"
"5281","21.569650","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=1963, FN=0, Flags=.p..R.F.C","5281"
"5282","21.569960","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=1963, FN=0, Flags=.p..R.F.C","5282"
"5283","21.570269","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=1963, FN=0, Flags=.p..R.F.C","5283"
"5284","21.570664","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=1963, FN=0, Flags=.p..R.F.C","5284"
"5289","21.571834","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=1963, FN=0, Flags=.p..R.F.C","5289"
"5416","21.595945","5a:33:f7:77:e4:93","fe:f6:d0:9a:56:54","160","802.11","QoS Data, SN=1487, FN=8, Flags=op..R..T.","5416"
"5421","21.596373","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=773, FN=0, Flags=.p..R..T.","5421"
"5424","21.596612","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=773, FN=0, Flags=.p..R..TC","5424"
"5429","21.599844","Motorola_18:5d:36","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=3704, FN=0, Flags=...PR..TC","5429"
"5440","21.603289","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2010, FN=0, Flags=.p..R.F.C","5440"
"5441","21.603294","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2011, FN=0, Flags=.p..R.F.C","5441"
"5442","21.603299","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2012, FN=0, Flags=.p..R.F.C","5442"
"5443","21.603303","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2013, FN=0, Flags=.p..R.F.C","5443"
"5444","21.603307","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2014, FN=0, Flags=.p..R.F.C","5444"
"5445","21.603310","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2015, FN=0, Flags=.p..R.F.C","5445"
"5446","21.603315","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2016, FN=0, Flags=.p..R.F.C","5446"
"5550","21.646108","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2067, FN=0, Flags=.p..R.F.C","5550"
"5551","21.646113","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2068, FN=0, Flags=.p..R.F.C","5551"
"5553","21.646750","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2067, FN=0, Flags=.p..R.F.C","5553"
"5554","21.646754","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2068, FN=0, Flags=.p..R.F.C","5554"
"5582","21.654833","D-LinkIn_80:0f:6b","Apple_77:2c:75","1022","802.11","QoS Data, SN=3357, FN=0, Flags=.p..R.F.C","5582"
"5598","21.672678","D-LinkIn_80:0f:6b","Apple_77:2c:75","152","802.11","QoS Data, SN=2075, FN=0, Flags=.p..R.F.C","5598"
"5603","21.677297","Motorola_38:78:35","D-LinkIn_80:0f:6b","328","802.11","QoS Data, SN=1172, FN=0, Flags=.p..R..TC","5603"
"5604","21.677307","Motorola_38:78:35","D-LinkIn_80:0f:6b","992","802.11","QoS Data, SN=1173, FN=0, Flags=.p..R..TC","5604"
"5631","21.681497","D-LinkIn_80:0f:6b","Apple_77:2c:75","1500","802.11","QoS Data, SN=2079, FN=0, Flags=.p..R.F.C","5631"
"5650","21.685252","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1175, FN=0, Flags=.p..R..TC","5650"
"5651","21.685258","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1176, FN=0, Flags=.p..R..TC","5651"
"5652","21.685260","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1177, FN=0, Flags=.p..R..TC","5652"
"5653","21.685262","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1178, FN=0, Flags=.p..R..TC","5653"
"5659","21.687516","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2087, FN=0, Flags=.p..R.F.C","5659"
"5660","21.687521","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2088, FN=0, Flags=.p..R.F.C","5660"
"5661","21.687527","D-LinkIn_80:0f:6b","Apple_77:2c:75","1508","802.11","QoS Data, SN=2089, FN=0, Flags=.p..R.F.C","5661"
